0.50,45.00,48.00,50.00,55.00
1.00,60.00,64.00,66.00,72.00
1.50,75.00,80.00,82.00,89.00
2.50,90.00,96.00,98.00,106.00
3.00,105.00,112.00,114.00,123.00
3.50,120.00,128.00,130.00,140.00
4.00,135.00,144.00,146.00,157.00
4.50,150.00,160.00,162.00,174.00
5.00,165.00,176.00,178.00,191.00
