"0,50",35.00,40.05
1,45.86,52.16
1.50,55.72,63.82
2,65.58,75.48
2.50,75.44,87.14
3,85.30,98.80
3.5,95.16,110.46
4,105.02,122.12
4.5,114.88,133.78
5,124.74,145.44
6,134.60,157.10
7,144.46,168.76
8,154.32,180.42
9,164.18,192.08
10,174.04,203.74
11,183.90,215.40
12,193.76,227.06
13,203.62,238.72
14,213.48,250.38
15,223.34,262.04
16,233.20,273.70
17,243.06,285.36
18,252.92,297.02
19,262.78,308.68
20,272.64,320.34
