"0,50","48,00","54,00"
1,61.15,69.55
1.50,74.30,85.10
2,87.45,100.65
2.50,100.60,116.20
3,113.75,131.75
3.5,126.90,147.30
4,140.05,162.85
4.5,153.20,178.40
5,166.35,193.95
6,181.90,211.90
7,197.45,229.85
8,213.00,247.80
9,228.55,265.75
10,244.10,283.70
11,259.65,301.65
12,275.20,319.60
13,290.75,337.55
14,306.30,355.50
15,321.85,373.45
16,337.40,391.40
17,352.95,409.35
18,368.50,427.30
19,384.05,445.25
20,399.60,463.20
